stages,map,team,player_name,player_steamid,side,Kills,Assists,Deaths,Smokes Thrown,Molotovs Thrown,Grenades,Headshots,Rounds Played,Headshot %
Final,Overpass,Team Vitality,apEX,76561197989744167,Both,11.0,7.0,8.0,6.0,10.0,4.0,5.0,15.0,45.45
Final,Overpass,Team Vitality,flameZ,76561197978835160,Counter Terrorist,3.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,33.33
Final,Overpass,Team Vitality,flameZ,76561197978835160,Terrorist,6.0,2.0,7.0,4.0,1.0,2.0,5.0,12.0,83.33
Final,Overpass,Team Vitality,flameZ,76561197978835160,Both,9.0,4.0,9.0,4.0,2.0,3.0,6.0,15.0,66.67
Final,Overpass,Team Vitality,mezii,76561197973140692,Counter Terrorist,0.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0
Final,Overpass,Team Vitality,mezii,76561197973140692,Terrorist,6.0,4.0,3.0,8.0,12.0,1.0,5.0,12.0,83.33
Final,Overpass,Team Vitality,mezii,76561197973140692,Both,6.0,5.0,6.0,8.0,13.0,2.0,5.0,15.0,83.33
Final,Overpass,Team Vitality,ropz,76561197991272318,Counter Terrorist,2.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0
Final,Overpass,Team Vitality,ropz,76561197991272318,Terrorist,20.0,4.0,5.0,8.0,8.0,6.0,9.0,12.0,45.0
Final,Overpass,Team Vitality,ropz,76561197991272318,Both,22.0,5.0,7.0,10.0,9.0,6.0,9.0,15.0,40.91
Quarterfinals,Dust2,Team Falcons,NiKo,76561198041683378,Counter Terrorist,11.0,4.0,8.0,8.0,13.0,12.0,7.0,13.0,63.64
Quarterfinals,Dust2,Team Falcons,NiKo,76561198041683378,Terrorist,11.0,1.0,12.0,4.0,2.0,2.0,5.0,15.0,45.45
Quarterfinals,Dust2,Team Falcons,NiKo,76561198041683378,Both,22.0,5.0,20.0,12.0,15.0,14.0,12.0,28.0,54.55
Quarterfinals,Dust2,Team Falcons,TeSeS,76561197996678278,Counter Terrorist,6.0,7.0,9.0,9.0,11.0,2.0,4.0,13.0,66.67
Quarterfinals,Dust2,Team Falcons,TeSeS,76561197996678278,Terrorist,7.0,3.0,12.0,2.0,4.0,0.0,3.0,15.0,42.86
Quarterfinals,Dust2,Team Falcons,TeSeS,76561197996678278,Both,13.0,10.0,21.0,11.0,15.0,2.0,7.0,28.0,53.85
Quarterfinals,Dust2,Team Falcons,kyousuke,76561199032006224,Counter Terrorist,10.0,3.0,7.0,4.0,9.0,3.0,5.0,13.0,50.0
Quarterfinals,Dust2,Team Falcons,kyousuke,76561199032006224,Terrorist,9.0,3.0,14.0,2.0,2.0,0.0,7.0,15.0,77.78
Quarterfinals,Dust2,Team Falcons,kyousuke,76561199032006224,Both,19.0,6.0,21.0,6.0,11.0,3.0,12.0,28.0,63.16
Quarterfinals,Dust2,Team Falcons,kyxsan,76561198057282432,Counter Terrorist,8.0,0.0,9.0,14.0,14.0,5.0,3.0,13.0,37.5
Quarterfinals,Dust2,Team Falcons,kyxsan,76561198057282432,Terrorist,8.0,3.0,12.0,8.0,4.0,0.0,6.0,15.0,75.0
Quarterfinals,Dust2,Team Falcons,kyxsan,76561198057282432,Both,16.0,3.0,21.0,22.0,18.0,5.0,9.0,28.0,56.25
Quarterfinals,Dust2,Team Falcons,m0NESY,76561198074762801,Counter Terrorist,12.0,4.0,6.0,7.0,14.0,5.0,5.0,13.0,41.67
Quarterfinals,Dust2,Team Falcons,m0NESY,76561198074762801,Terrorist,6.0,2.0,10.0,2.0,3.0,0.0,5.0,15.0,83.33
Quarterfinals,Dust2,Team Falcons,m0NESY,76561198074762801,Both,18.0,6.0,16.0,9.0,17.0,5.0,10.0,28.0,55.56
Quarterfinals,Dust2,Team Spirit,chopper,76561198045898864,Counter Terrorist,5.0,5.0,10.0,5.0,5.0,6.0,2.0,15.0,40.0
Quarterfinals,Dust2,Team Spirit,chopper,76561198045898864,Terrorist,1.0,1.0,9.0,12.0,8.0,0.0,1.0,13.0,100.0
Quarterfinals,Dust2,Team Spirit,chopper,76561198045898864,Both,6.0,6.0,19.0,17.0,13.0,6.0,3.0,28.0,50.0
Quarterfinals,Dust2,Team Spirit,donk,76561198386265483,Counter Terrorist,13.0,2.0,7.0,5.0,4.0,2.0,5.0,15.0,38.46
Quarterfinals,Dust2,Team Spirit,donk,76561198386265483,Terrorist,17.0,0.0,9.0,1.0,7.0,3.0,10.0,13.0,58.82
Quarterfinals,Dust2,Team Spirit,donk,76561198386265483,Both,30.0,2.0,16.0,6.0,11.0,5.0,15.0,28.0,50.0
Quarterfinals,Dust2,Team Spirit,sh1ro,76561198081484775,Counter Terrorist,15.0,5.0,6.0,6.0,2.0,3.0,0.0,15.0,0.0
Quarterfinals,Dust2,Team Spirit,sh1ro,76561198081484775,Terrorist,8.0,4.0,9.0,6.0,4.0,0.0,2.0,13.0,25.0
Quarterfinals,Dust2,Team Spirit,sh1ro,76561198081484775,Both,23.0,9.0,15.0,12.0,6.0,3.0,2.0,28.0,8.7
Quarterfinals,Dust2,Team Spirit,tN1R,76561198872013168,Counter Terrorist,8.0,8.0,9.0,2.0,6.0,1.0,6.0,15.0,75.0
Quarterfinals,Dust2,Team Spirit,tN1R,76561198872013168,Terrorist,7.0,5.0,9.0,4.0,4.0,4.0,5.0,13.0,71.43
Quarterfinals,Dust2,Team Spirit,tN1R,76561198872013168,Both,15.0,13.0,18.0,6.0,10.0,5.0,11.0,28.0,73.33
Quarterfinals,Dust2,Team Spirit,zweih,76561198210626739,Counter Terrorist,18.0,4.0,9.0,2.0,4.0,2.0,9.0,15.0,50.0
Quarterfinals,Dust2,Team Spirit,zweih,76561198210626739,Terrorist,4.0,1.0,11.0,7.0,1.0,1.0,1.0,13.0,25.0
Quarterfinals,Dust2,Team Spirit,zweih,76561198210626739,Both,22.0,5.0,20.0,9.0,5.0,3.0,10.0,28.0,45.45
Quarterfinals,Dust2,Team Vitality,ZywOo,76561198113666193,Counter Terrorist,6.0,1.0,3.0,0.0,0.0,0.0,1.0,5.0,16.67
Quarterfinals,Dust2,Team Vitality,ZywOo,76561198113666193,Terrorist,15.0,4.0,7.0,5.0,4.0,0.0,2.0,12.0,13.33
Quarterfinals,Dust2,Team Vitality,ZywOo,76561198113666193,Both,21.0,5.0,10.0,5.0,4.0,0.0,3.0,17.0,14.29
Quarterfinals,Dust2,Team Vitality,apEX,76561197989744167,Counter Terrorist,4.0,2.0,0.0,0.0,1.0,0.0,2.0,5.0,50.0
Quarterfinals,Dust2,Team Vitality,apEX,76561197989744167,Terrorist,5.0,2.0,11.0,3.0,1.0,0.0,5.0,12.0,100.0
Quarterfinals,Dust2,Team Vitality,apEX,76561197989744167,Both,9.0,4.0,11.0,3.0,2.0,0.0,7.0,17.0,77.78
Quarterfinals,Dust2,Team Vitality,flameZ,76561197978835160,Counter Terrorist,5.0,2.0,2.0,0.0,0.0,0.0,4.0,5.0,80.0
Quarterfinals,Dust2,Team Vitality,flameZ,76561197978835160,Terrorist,6.0,5.0,9.0,1.0,4.0,1.0,1.0,12.0,16.67
Quarterfinals,Dust2,Team Vitality,flameZ,76561197978835160,Both,11.0,7.0,11.0,1.0,4.0,1.0,5.0,17.0,45.45
Quarterfinals,Dust2,Team Vitality,mezii,76561197973140692,Counter Terrorist,5.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,100.0
Quarterfinals,Dust2,Team Vitality,mezii,76561197973140692,Terrorist,7.0,4.0,8.0,2.0,2.0,0.0,6.0,12.0,85.71
Quarterfinals,Dust2,Team Vitality,mezii,76561197973140692,Both,12.0,5.0,10.0,2.0,2.0,0.0,11.0,17.0,91.67
Quarterfinals,Dust2,Team Vitality,ropz,76561197991272318,Counter Terrorist,5.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,80.0
Quarterfinals,Dust2,Team Vitality,ropz,76561197991272318,Terrorist,13.0,3.0,7.0,2.0,1.0,1.0,9.0,12.0,69.23
Quarterfinals,Dust2,Team Vitality,ropz,76561197991272318,Both,18.0,3.0,8.0,2.0,1.0,1.0,13.0,17.0,72.22
Quarterfinals,Dust2,The MongolZ,910,76561199203563345,Counter Terrorist,12.0,2.0,9.0,4.0,2.0,3.0,6.0,12.0,50.0
Quarterfinals,Dust2,The MongolZ,910,76561199203563345,Terrorist,2.0,0.0,5.0,0.0,0.0,0.0,2.0,5.0,100.0
Quarterfinals,Dust2,The MongolZ,910,76561199203563345,Both,14.0,2.0,14.0,4.0,2.0,3.0,8.0,17.0,57.14
